Rating,Review,Comments
4,Good choice,"Great mobile very handy and cool look.Positive:Battery backup simply awesomeCharge - Bulls eye wow Fast charging supportDisplay - HD+ but cool even under direct sunlightFingerprint - Works cool and it's quite fastPunch Hole front cam - Excellent value for moneyRear camera - Mind blowing both Daylight & NightHeating Issue - Not at all No issue everSAR - Very less radiation compared to other brandsProcessor - Old but quite good for day to day usageNegative:Processor - Yes, there a...READ MORE"
5,Fabulous! SAMSUNG GALAXY M11,"Very nice phone, fast and safely delivered, packaging may improved, but finally all ok...very fast and smooth mobile by  SAMSUNG..deliveryman was a very polite and nice person... this is the seller on which we can trust, my all orders from this seller till today reached me safely and well packaging....READ MORE"
5,Terrific purchase,It's an excellent product for normal use and front camera doesn't have an good quality and battery is excellent 👍..One most missing in this is amoled display...READ MORE
4,Worth the money,"Multimedia  experience on this device is really good with punch hole display and Dolby audio sound. Battery backup is good with fast charging & type c cable. Performance with Snapdragon chipset is above average with day to day tasks  done easily. Heavy gaming has not been  meant for this device, however  we can play  games in smooth or medium mode.READ MORE"
5,Just wow!,Very nice phone. rear camera is awesome but front camera needs improvement.I loved it personally. Thank you FlipkartREAD MORE
4,Worth the money,"So it's a good device for light users. I bought it for my mom and she is very happy with it.As we go in detail,Pros :1. Great battery life and decent fast charging.2. Excellent display in this price range.3. Sound is above average.4. Build quality and design is fantastic.5. Very fast and accurate finger print sensor.6. Triple card slot (2 sim and dedicated sd card)Cons : 1. Average performance (could have been better)     On light gaming - no issues faced.2. Selfie camera lacks Q...READ MORE"
3,Just okay,"The phone performs reasonably excellent for mild users. But if you're are a multi-tasking, heavy user of high end apps the phone is not at all recommendable to them.Points to consider before buying:1.The phone has maximum body made out of plastic. The phone still looks good. The Samsung logo is not clearly visible.2. The phone's battery is reliable. Once completely charged to 100% it can easily last a day. Even though the phone has huge battery capacity and adds few extra grams of weight,...READ MORE"
4,Really Nice,The actual day to day performance is better than expected. Unfortunately it is overpriced as hell but sadly if you are looking for a non Chinese phone under 12k it is your best bet.A few notable observations about the phone:(I have been using a Redmi Note 4 prior to this so my observations will be based on compared to that)1) Screen (4/5)- It's honestly a lot more better than expected.  I was not very excited about downgrading from a 1080p screen to 720p one but damn if this panel ain't ...READ MORE
5,Terrific purchase,"Worth every penny. Gives great performance. The battery charges quickly and last quite long. Great display. The touch panel works so smooth. The only con side is the storage, as some brands give RAM ROM of 4GB/64GB at this price.READ MORE"
5,Super!,"Good phone for family members like elder persons. Samsung always rocks by its display. On screen punch hole camera have added  attractive looks. Camera is good. Apart from the samsung brand loving customer, others customer before buying this product might get  shocked to see the price of this product in respect of features. They surely going to thought that in this price range I can buy other phone like Vivo Oppo Realme Redmi. I have also thought the same. But believe me after purchasing the ...READ MORE"
4,Very Good,"My honest rating would be 3.5 out of 5. Camera and display quality is beloe the bar. Battery backup is amazing. PUBG is running fine without lag 😂. Android 10 and user friendly interface, elegant look makes it worth the money. Expecting a better MADE IN INDIA at this range of money would be injustice.READ MORE"
5,Best in the market!,I was looking for a non Chinese budget smart phone for my mother to be able to have daily video calls with her and this mobile fits the bill perfectly. She is happy using it and video image is crisp with clear sound. A big hats off to the Flipkart delivery service for making sure the order reached on time without any damage during this difficult times. Thank you Flipkart and Ekart for enabling me to meet my mother from abroad on a daily basis! 🙏🏼READ MORE
5,Brilliant,It quite an awesome product but it's quite overpriced. If you like you can go for other company like Realme which gives much better specs in the same price range. But the delivery service of Flipkart was very satisfying. I got the product on next day of order. Thank you Flipkart 😘😘.READ MORE
5,Perfect product!,"The mobile works really good actually  better  than expected and the payment  didn't  took much time  either , it was really  convenient  during this time of pandemic . I hope for your good health  and thank you for making  our shopping  experience  good.READ MORE"
4,Very Good,I loved the phone and the functions... the back camera quality is satisfactory but i didnt like the front camera quality.... overall the phone was worth the value... except the cam quality evry other things arerecommendable 🤗READ MORE
5,Best mobile in affordable price!!!,"I have purchased this phone for mom. It has a good HD display, good battery backup, good camera and a steady grip.Overall it worth to buy. READ MORE"
4,Good choice,"It's all good battery backup is very good display quality is too good also in this price segment . In view of mine, I think it's camera quality is lower than my expectations,I hope it's camera spec. will improve by software update and processor can be greater in this price range...READ MORE"
4,Very Good,The phone is very good but I am not satisfied with the service of the forest in it and the delivery boy attitude has been very goodREAD MORE
5,Just wow!,"Samsung m 11 is very nice phone its value for the money, good looking easy to use this mobile.READ MORE"
5,Awesome,Really very nice smartphone in this price segment. In display camera 5000 mah battery so boycott chinese smartphones samsung is best.READ MORE
3,Just okay,"A good looking phone that's meant for light use cases. I purchased this phone for my mom and her main use case is YouTube streaming and instant messaging. This phone is in no way capable of gaming nor is it intended for power users.Pros: * The main reason for picking this phone was the hole punch display. It looks contemporary and stylish. I find notched displays unappealing. Also, I prefer Samsung over the cheaper Chinese alternatives.* On paper, the display seems poor. It's a TFT pane...READ MORE"
5,Useless product,got a defective handset with an issue of mic.. i have requested return on 22nd june but still flipkart isn't replacing the defective set with a fresh one. worse after sale service from flipkart. I'm not gonna buy any single product anymore from flipkart. it will be my last purchase on this eCommerce agency.READ MORE
4,Worth every penny,Nice Phone..READ MORE
4,Value-for-money,Front camera is not good. Rear camera  is very fine. Battery life is very good. Display need more improvement. Value for money👍👍READ MORE
4,Pretty good,Worth for money. Samsung always Good. This one ✌️READ MORE
3,Very Good,"Good product, nice colour, styles, really total value of moneyREAD MORE"
3,Does the job,Front & back camera very bad like 2 mp camer. Battery life good. display quality good. Sound quality very good.READ MORE
3,Fair,"Good, but need 650 SDP. Display quality - very good. Camera- high quality.READ MORE"
5,Nice,Camera quality is very bad.READ MORE
5,Excellent,Nice phoneREAD MORE
5,Perfect product!,A good budget smartphoneREAD MORE
5,Awesome,Excellent phone in this price range 👍👍 specially the processor 👍👍READ MORE
5,Bad quality,Low quality display and the camera is more worst than display ...did not expect this type of quality from samsung...i was looking for a quality handset but this is worstREAD MORE
5,Brilliant,Great mobile. Made in indiaBoycott china#LocalKoKaroVocalREAD MORE
5,Fabulous!,Value for moneyGood performance Good displayFast unlockingREAD MORE
5,Mind-blowing purchase,This phone is very handy and excellent. But camera quality is poor.READ MORE
4,Terrific purchase,Don't buy Chinese phones like realme redmi etc please boycott. This phone is best as I expected. Support India boycott China.READ MORE
4,Best in the market!,Not satisfied camera. Batteri performance is well.After all not bad...READ MORE
5,Nice product,It's awesome...bt some trouble while inserting the SIM slotREAD MORE
5,Worth the money,Phone quality is too good...but market prices is low than online price...READ MORE
5,Terrific purchase,I thnik not a bad for low usser i meen its not a havi workedREAD MORE
4,Terrific purchase,Nice phone in the range under 15000 with amazing battery backupREAD MORE
5,Just wow!,Better then xiaomiREAD MORE
4,Wonderful,"Got it one day early,packing was good, product is good,but I would say Samsung does not fulfill my expectations regarding specifically this mobile, I think they are quite overpriced. Thank youREAD MORE"
3,Highly recommended,Got it for 11k.Worth my money.Camera is not bad.Battery and charging is amazing.Others are good.Delivery was also good.Great purchase.READ MORE
4,Wonderful,This phone is battery monster.I charged my phone 2 days earlier it's still 48%.this is with 8x zoom. It can also take group selfie .It gets 100%in near about 55mins.I am very impressed with this phone. I would recommend you not to miss this phone.         #HINDI CHINI BYE-BYE.READ MORE
4,Nice,Product is best in this price.. but faced issue in opening SIM tray. Finally went to shop and opened..🙁...this is only disappointment..READ MORE
4,Don't waste your money - Real Review,After Buying this Samsung M11Pros:i really doesn't see the pros in this model reason in this phone price too much high in this range but some were listed belowMay be battery is good.You can uninstall any apps even default apps low WeightCons:Camera Quality is worse at this price range - Night time and indoor shoot is worse- Worse in Low light- Selfie Camera- Wide options this all not having that much quality its all looking like we are shooting in a 2mp cameraMain bug -  unwanted...READ MORE
5,Unsatisfactory,I don't know if it was a problem with only the device I received but it hanged within a week. It's not even shutting down.I bought it thinking that Samsung is a trusted brand. I have made a replacement request. If that one hangs too then I will never buy a Samsung phone ever again.READ MORE
5,Good quality product,Over all ok.. And the big thing is boycott Chinese.READ MORE
5,Good quality product,Best Mobile Phone for Parents according to their minimal usage.Mobile size and performance is good. Samsung must upgrade the front camera which Disappoints a bit.Overall its a good device with wonderful battery backup.READ MORE
5,Nice product,Does the job.READ MORE
5,Horrible,Network issue in my mobile - only Samsung m11 Mobile not others MobileREAD MORE
5,Useless product,This product is most likely for gaming but selfie camera colaty is not perfect.The selfie camera auto blurVaste for moneyREAD MORE
3,Brilliant,Slightly slow. Go for 4gb version. Phone is goodREAD MORE
4,Terrible product,U cheated me..U took yr phone and my money alsoREAD MORE
3,Worthless,Mic is not working in handfree modeREAD MORE
5,Worst experience ever!,Bakwas product don't buy........no noREAD MORE
5,Worth every penny,It's very good phone 😊and tq flipkart 🙂READ MORE
4,Awesome,It is nice phone for one year. After one year its start hangREAD MORE
3,Excellent,FNice picREAD MORE
4,Very poor,camera quality  so poorREAD MORE
4,Don't waste your money,not goodREAD MORE
3,Must buy!,Very good mobile and flipkart quality.READ MORE
5,Classy product,Amazing phone. Superfast delivery. Decent camera. Superior processor. Good for gaming also.READ MORE
4,Decent product,"Nice product, as brand of sumsung. But their are something wrong with me in website show the 15v fast charger and give me 9v fast charger this is not good.READ MORE"
3,Good choice,"Better take the 4GB RAM varient. Camera could have been better. Battery is awesome, so is screen. Remember the fingerprint sensor is a bit slow. Rest is good.READ MORE"
5,Moderate,"I just bought this mobile, there is lots of issue like call volume problem, some time mob hang while i am using app or something,READ MORE"
5,Nice,Fingerprints sensor no work.poor cermraREAD MORE
5,Perfect product!,"awesome product by Samsung, tq flipkartREAD MORE"
5,Perfect product!,"awesome product by Samsung, tq flipkartREAD MORE"
5,Pretty good,It's okokREAD MORE
4,Could be way better,This hang so much....not looked like from Samsung My earlier phone J7 much faster then itREAD MORE
5,Nice,Camara not a great in this timesDisplay size is super but not quality of colour strengthPhone performace looks ok not any big lag issues Touch and finger print are upto mark!!!!READ MORE
5,Unsatisfactory,Money westREAD MORE
5,Good choice,Good.  For price rangeREAD MORE
5,Moderate,Phone is good but charging problem charging port is not connecting properlyREAD MORE
4,Good quality product,"Satisfied with the product,front camera is not very good,Back camera is fine.READ MORE"
5,Not recommended at all,I want to replace it..... But my return policy is rejected.... The device M11 is very poor quality.... Camera quality too bad.....after clicking camera photo blur type save in galary... Please don't purchase it....READ MORE
4,Worthless,poor quality display and camera . touch not properly workREAD MORE
4,Useless product,"Worst front camera , dont busy not for value moneyREAD MORE"
5,Nice,Price is high . Other then the price ok levelREAD MORE
5,Worst experience ever!,Don't bayREAD MORE
5,Horrible,"camra very bad quality, i am sugest not sell samsung galaxy m11READ MORE"
5,Bad quality,"Doesn't seem that its a samsung phone... Camera is very poor, looks like simple phone such as samsung old phone... Very disappointed with purchase...READ MORE"
5,Fabulous!,Excellent performance.READ MORE
4,Nice product,Camera is natural. No extra effect.READ MORE
5,Could be way better,Camera is very bad there was no rating below 1 so i had to click 1Overall phone is basic like 5 years back running phone in ok condition.But I'll advise buy some other phone for this price .After some days after returning period over i found that video has audio problem..very disappointed with Samsung.Please buy another mobile but not thisCamera..i cant rate it 1 star also.Thank youREAD MORE
5,Does the job,Need to improved camera qualityREAD MORE
3,Mind-blowing purchase,Super performance & awesome phone.Boycott Chinese Phone...READ MORE
5,Mind-blowing purchase,Excellent Samsung M11 mobile. Fast Delivery system by Flipkart. Thanks Flipkart Team.READ MORE
3,Terrific purchase,Super phone in this price segment.READ MORE
5,Must buy!,Nice smartphone for all categoryREAD MORE
5,Classy product,"Good mobile,my wife like itREAD MORE"
5,Wonderful,Battery backup is good. Processor is also good.  But display quality and camera quality is not so good. But if ignore these two cons(display quality & camera quality) then this is very good in this amount.READ MORE
4,Excellent,Good choice for Budget mobiles...READ MORE
5,Must buy!,Nice phoneREAD MORE
5,Just wow!,Nice phone comes with amazing features.. best phone to boycott China produtsREAD MORE
5,Classy product,Awesome mobile 👍👌READ MORE
5,Delightful,Ok good mobileREAD MORE
5,Classy product,Awesome mobile 👍👌READ MORE
5,Delightful,Ok good mobileREAD MORE
5,Worth the money,Nice oneREAD MORE
5,Hated it!,Worst packing ever from consigner... 3 more sealed and overlap sticker..READ MORE
5,Not good,Not as aspected As it have some heating problem while chargingCamera quality is also lowAnd in many apps keyboard/Number bar is not displayed properly.As i have seen in app ls like Google play google photos etc.READ MORE
5,Classy product,SuperbREAD MORE
4,Just wow!,Good product value for moneyREAD MORE
4,Excellent,It was nice and worth product.In it rate of money it is good productREAD MORE
4,Classy product,This smartphone is very osm its fulll wonderful device in this midrange And plz bycot Chinese product and byu samsung product alwaysREAD MORE
3,Mind-blowing purchase,Simply superbREAD MORE
5,Pretty good,Very fast delivery.... flipkart..READ MORE
5,Super!,"Budget smartphones with good display, battery and camera.READ MORE"
4,Just wow!,Nice PhoneREAD MORE
5,Expected a better product,So many time Voce problemREAD MORE
3,Not good,BAD ONEREAD MORE
4,Nice,"The phone is quite heavy. Also, the games like subway surfer is not operating smoothly.READ MORE"
4,Classy product,"Excellent product, the display of the phone is very good, also the camera quality is excellent, this product is worth buying, battery backup is excellent, satisfied with this product...READ MORE"
5,Nice,Just ok.... front camera is below average..READ MORE
4,Useless product,Very very poor camera. The battery is also poor.READ MORE
5,Perfect product!,FantasticREAD MORE
3,Best in the market!,The delivery boy was also good and he was such a nice guy who was very helpfull to the payment issue...READ MORE
4,Wonderful,Overall goodREAD MORE
5,Worthless,Speaker not giving sufficient sound can't hear anything without headphoneREAD MORE
5,Value-for-money,its genuine product....READ MORE
5,Must buy!,Speakers very clearPhone camera greatFinger print unlock very fastPrinted to my mom my mom is happy with that.Performance is okREAD MORE
5,Classy product,Great phone. ! Battery backup us good ! Overall superbREAD MORE
5,Perfect product!,So lovelyREAD MORE
4,Super!,NiceREAD MORE
5,Great product,Good productREAD MORE
5,Just wow!,SuperREAD MORE
5,Wonderful,Good I feel happyREAD MORE
4,Perfect product!,GoodREAD MORE
5,Terrific,Nice awesome...phoneREAD MORE
3,Simply awesome,Good till  nowREAD MORE
5,Very Good,Was a good product from flipkart. Value for money as its available at reasonable cost. Camera quality and screen size was really good. Good product by flipkart. Go for it. Thank you flipkart 😊🤘🌷READ MORE
5,Horrible,Camera of this phone is of worst quality .READ MORE
4,Not good,Camra very bad waste money 👎👎READ MORE
3,Very Good,Samsung branding is enoughREAD MORE
4,Wonderful,best budget smartphoneREAD MORE
5,Horrible,Very very bad product Please don't buyREAD MORE
5,Fair,ExcellentREAD MORE
3,Worth every penny,GoodREAD MORE
5,Fabulous!,goodREAD MORE
5,Hated it!,"Not Good, Very poor performanceREAD MORE"
4,Very Good,Satisfied 😌READ MORE
5,Worth the money,Ok.best mobileREAD MORE
5,Just okay,Good qualityREAD MORE
5,Really Nice,"Its a good phone in this range . One thing you will get to know after purchasing this that its a Jumbo phone,big,thick and bulky.lt will not fit properly inside your pocket due to its size. Samsung should work on making its mobiles slim and trim instead of launching many mobile models at the price difference of Rs 500 or so.READ MORE"
4,Worthless,Worst!!!!!READ MORE
3,Horrible,Very bad qualityREAD MORE
3,Delightful,"Loved the phone , best for low budget and very handy..READ MORE"
4,Classy product,I bought it for my mamma bday gift and she loved it.READ MORE
5,Worst experience ever!,Mobile processor is too slow. It's horrible experience.READ MORE
5,Slightly disappointed,very badREAD MORE
5,Value-for-money,Great phone in this price range. Everything worked fine. I am glad the phone doesn't feel heavy even with its powerful bettery.READ MORE
3,Worth every penny,Need many improvementsREAD MORE
5,Good,NiceREAD MORE
5,Good choice,It's look like a juice...❤️Gorgeous lookingGd batteryGd performance.But camera not good...😑READ MORE
5,Fabulous!,NiceREAD MORE
3,Useless product,"Paid so much for this phone thinking its a good brand.. And now there is no space in the phone. I have some applications and photos,still it's prompting not enough space in the phone memory.READ MORE"
5,Highly recommended,NiceREAD MORE
5,Awesome,Very nice mobilREAD MORE
4,Not good,"Please don't buy this, worth of money. Go for china handset.READ MORE"
3,Classy product,Good phone it is value for money and not 3GBRam speed I feel it is 4GB ram feelREAD MORE
3,Terrific,I m glad wid this fon....it is strong.. and long battery lifeREAD MORE
5,Pretty good,Mobile nice the not nice cameraREAD MORE
3,Simply awesome,SuperREAD MORE
5,Mind-blowing purchase,"Always on display not available, otherwise all ok.READ MORE"
4,Fabulous!,Very good phone in this price range........go for itREAD MORE
4,Really Nice,A good one for the price ..READ MORE
5,Mind-blowing purchase,simply nice ..ultimate in this price of samsung brand..READ MORE
4,Fair,Camera quality is not like Samsung old phone. Performance is goodREAD MORE
4,Fabulous!,Extraordinary product. Thank you flipcort.READ MORE
3,Classy product,This was my first phone and I LOVED IT!!❤️READ MORE
5,Value-for-money,Nice productREAD MORE
5,Does the job,"Gifted it to mom-in-law, basic device for a very decent use. Don't expect high end performance out of it. Good for day to day activities, surfing, WhatsApp, etc. Camera is just OK nothing extraordinary though. A decent buy for someone who is not much gadget freak.READ MORE"
3,Really Nice,For normal useREAD MORE
5,Highly recommended,ExcellentREAD MORE
3,Great product,I buy only for brand.....READ MORE
5,Good,Product is very goodREAD MORE
4,Fabulous!,Bought it for my dad.... It's working nucelyREAD MORE
4,Wonderful,super services excellent products and qualityREAD MORE
5,Wonderful,Value of money.Too lovely set.READ MORE
4,Highly recommended,Best mobileSamsung securityREAD MORE
4,Super!,Rate wise very good phoneREAD MORE
3,Excellent,Thanks for giving me flipkartREAD MORE
5,good,they could have put a better processor in this price range rest all is awesomeREAD MORE
5,Useless product,"phone is very heating, camra performance is very badREAD MORE"
3,Fair,Front camera is not so much goodREAD MORE
5,Just okay,GoodREAD MORE
5,Worth the money,Perfect in mid rang budget phone rang. Camera is avarage Display is superb. Battery is ok with fast charging facility.Thank you samsung and Flipkart both.READ MORE
4,Expected a better product,Hanging problem from day 1READ MORE
5,Worth every penny,I FULLY SATISFIEDREAD MORE
3,Highly recommended,Super look and use touch nice experience best procceror fast moving performance.READ MORE
3,Worst experience ever!,It make so much lagfor gamingREAD MORE
4,Mind-blowing purchase,Money worth phone in budget for common person tooAwesome phoneREAD MORE
5,Nice,Best mobile phone.but...............READ MORE
4,Terrific,Exellent phoneREAD MORE
3,Must buy!,CoolREAD MORE
5,Classy product,SuperbREAD MORE
4,Just okay,"excellent in battery,and performanceREAD MORE"
3,Brilliant,GoodREAD MORE
5,Excellent,Good productREAD MORE
5,Good quality product,I bought this phone for my fatherIts actually good phone but not for heavy works.Camera is average but samsung rock on battery.READ MORE
5,Good,"Front camera is not good at all, rear camera is ok type. Screen quality is not good,huge disappointment.Battery performs is very good.Over all I don't think it is worth it with this price.READ MORE"
5,Just okay,"I have 3 ear phones ( head phones) but not supported in samsung galaxy m11. Why?Samsung team, i have only 1 issue with this product.It is very necessary to send proper supported ear phones to customer.READ MORE"
3,Just wow!,Nice mobileREAD MORE
5,Absolute rubbish!,Very bad experience with seller don't take it from Flipkart as well as this seller.READ MORE
3,Decent product,This phone volume is very slowREAD MORE
5,Just wow!,"Wow nice phone good quality sound and display ,READ MORE"
4,Nice product,Phone is good and working properlyREAD MORE
5,Value-for-money,Battery backup is efficient.Camera and display are good.Performance also ok.Price is much higher than its rival brands.READ MORE
